age,Gender,Purchase_Frequency,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Purchase_Categories_Beauty and Personal Care,Purchase_Categories_Clothing and Fashion,Purchase_Categories_Groceries and Gourmet Food,Purchase_Categories_others,Purchase_Categories_Home and Kitchen,Day_sin,Day_cos,Hour_sin,Hour_cos
-0.5685623777715411,Male,Less than once a month,1.0,Few times a week,Keyword,First page,3.0,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,3,Sometimes,2.0,2.0,Wide product selection,Product quality and accuracy,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
-0.6667478486316868,Female,Less than once a month,0.0,Few times a month,Keyword,Multiple pages,0.0,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,Yes,1,Yes,1.0,1.0,User-friendly website/app interface,Shipping speed and reliability,1,1,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
-0.9613042612121236,Female,Few times a month,0.0,Few times a month,Keyword,First page,0.0,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Sometimes,2.0,0.0,User-friendly website/app interface,Reducing packaging waste,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
-0.7649333194918324,Female,Less than once a month,0.0,Few times a month,Keyword,Multiple pages,0.0,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Moderately,Yes,3,Sometimes,2.0,2.0,Wide product selection,Reducing packaging waste,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682
-0.4703769069113955,Female,Less than once a month,0.0,Rarely,Filter,Multiple pages,0.0,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Yes,4,Yes,1.0,1.0,Product recommendations,Shipping speed and reliability,1,0,0,0,1,0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682
-0.7649333194918324,Female,Few times a month,2.0,Few times a week,Keyword,First page,0.0,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Sometimes,2.0,1.0,Wide product selection,Product quality and accuracy,0,1,0,1,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.7649333194918324,Female,Few times a month,2.0,Few times a month,Keyword,Multiple pages,3.0,Yes,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Yes,3,No,2.0,2.0,Product recommendations,Reducing packaging waste,1,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
0.9042196851306433,Male,Few times a month,0.0,Few times a week,Keyword,Multiple pages,0.0,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,4,Sometimes,1.0,0.0,Competitive prices,Reducing packaging waste,1,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.5685623777715411,Female,Once a month,1.0,Few times a month,categories,Multiple pages,4.0,Maybe,Sometimes,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,Sometimes,2.0,2.0,Wide product selection,Customer service responsiveness,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.6667478486316868,Male,Once a month,1.0,Few times a week,Keyword,Multiple pages,3.0,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,4,Sometimes,0.0,1.0,Wide product selection,Shipping speed and reliability,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.7649333194918324,Female,Less than once a month,0.0,Few times a month,Keyword,First page,3.0,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,3,Sometimes,2.0,2.0,User-friendly website/app interface,Product quality and accuracy,1,1,0,0,1,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.6667478486316868,Male,Less than once a month,1.0,Few times a month,Keyword,Multiple pages,0.0,Yes,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,Yes,2,Yes,2.0,1.0,User-friendly website/app interface,Shipping speed and reliability,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.6667478486316868,Male,Less than once a month,0.0,Few times a week,categories,Multiple pages,0.0,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,3,Sometimes,2.0,2.0,Wide product selection,Product quality and accuracy,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.6667478486316868,Female,Less than once a month,1.0,Few times a month,categories,First page,2.0,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Yes,2.0,2.0,Product recommendations,Customer service responsiveness,1,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.4703769069113955,Male,Few times a month,0.0,Few times a week,Keyword,Multiple pages,3.0,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,3,Yes,2.0,3.0,Competitive prices,Product quality and accuracy,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
-0.7649333194918324,Female,Few times a month,1.0,Few times a month,categories,First page,0.0,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,2,Sometimes,2.0,2.0,Wide product selection,Product quality and accuracy,1,0,0,1,1,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
-0.7649333194918324,Female,Few times a month,0.0,Few times a week,categories,Multiple pages,0.0,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Heavily,Yes,3,Sometimes,2.0,0.0,Wide product selection,Product quality and accuracy,1,1,0,0,1,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
-0.6667478486316868,Female,Once a month,1.0,Few times a week,Keyword,Multiple pages,0.0,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Yes,2.0,1.0,User-friendly website/app interface,Product quality and accuracy,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
-0.7649333194918324,Male,Less than once a month,0.0,Few times a month,Keyword,First page,0.0,Maybe,Rarely,High shipping costs,Never,No,Moderately,Sometimes,3,Sometimes,2.0,2.0,Wide product selection,other,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
-0.6667478486316868,Female,Less than once a month,2.0,Few times a month,Keyword,Multiple pages,0.0,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,1,Yes,1.0,1.0,Competitive prices,Product quality and accuracy,1,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
0.5114778016900609,Female,Once a month,1.0,Multiple times a day,Keyword,Multiple pages,4.0,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,No,2,Sometimes,2.0,0.0,User-friendly website/app interface,Shipping speed and reliability,0,0,0,1,1,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
